2018-07-12,Dia do Engenheiro Florestal,1
2018-07-13,Dia do Rock,1
2018-07-15,Dia do Homem,1
2018-07-16,Dia do Comerciante,1
2018-07-17,Dia de Proteção à Floresta,1
2018-07-19,Dia do Futebol,1
2018-07-19,Dia da Junta Comercial,2
2018-07-20,Dia do Amigo,1
2018-07-24,Dia do Calouro,1
2018-07-25,Dia do Escritor,1
2018-07-25,Dia dos Viajantes,2
2018-07-26,Dia dos Avós,1
2018-07-27,Dia do Motociclista,1
2018-07-28,Dia do Agricultor,1
2018-08-01,Dia do Cerealista,1
2018-08-11,Dia do Advogado,1
2018-08-11,Dia do Estudante,2
2018-08-12,Dia dos Pais,0
2018-08-12,Dia das Artes,1
2018-08-13,Dia do Economista,1
2018-08-14,Dia do Cardiologista,1
2018-08-15,Dia da Informática,1
2018-08-15,Dia da Gestante,2
2018-08-15,Dia do Solteiro,3
2018-08-19,Dia da Fotografia,1
2018-08-19,Dia do Ator,2
2018-08-19,Dia do Ciclista,3
2018-08-19,Dia do Historiador,4
2018-08-22,Dia do Educador Especial,1
2018-08-24,Dia dos Artistas,1
2018-08-24,Dia da Infância,2
2018-08-25,Dia do Soldado,1
2018-08-27,Dia do Psicólogo,1
2018-08-27,Dia do Corretor Imobiliário,2
2018-08-28,Dia dos Bancários,1
2018-08-30,Dia do Vendedor Lojista,1
2018-08-31,Dia do Nutricionista,1
2018-09-03,Dia do Biólogo,1
2018-09-05,Dia do Irmão,0
2018-09-05,Dia da Amazônia,1
2018-09-05,Dia do Oficial de Justiça,2
2018-09-06,Dia do Sexo,1
2018-09-06,Dia do Alfaiate,2
2018-09-07,Independência do Brasil,0
2018-09-08,Dia da Alfabetização,1
